,text
161,"#ISIS Did the Attack that #Trump Killed #Soleimani For!
#terrorism https://t.co/B1yycfIdDi"
162,"The Dems and media hoped for 3 yrs the Economy would tank so they could blame Trump

Hoped killing the terrorist… https://t.co/GVgkn4p0za"
163,"@JohnBrennan How many ppl are aware that the CIA was shipping weapons from the port in #Benghazi
to #Syrian Extremi… https://t.co/cX15C59FOp"
164,"Since the killing of #Soleimani, Washington and #Tehran have intensified their efforts to increase their influence… https://t.co/ROt60XrThK"
165,"WATCH: ‘#Trump Killed My Brother #Soleimani, #Clinton Killed My Brother #Qaddafi,’ Says #Farrakhan… https://t.co/ysWuws0IEU"
166,I am sure that they will have plenty of time to chat with Qasem #Soleimani about free Palestine now. https://t.co/VbqcKw1ws8
167,#BREAKING: U.S. is designating Kataib #Hezbollah's Ahmad al-Hamidawi as a Specially Designated Global Terrorist. Co… https://t.co/fDzYZMS9HI
168,@murrayb560sl #Soleimani was not planning an imminent attack. Just like trump declared the wall a national emergenc… https://t.co/T2orDBwGxk
169,"""An old photograph of #Soleimani kissing his forehead began to resurface amid reports of his impending appointment… https://t.co/3iuid4TrxX"
170,@CliffSmithZBRDZ @StillKicking62 So does that make #Soleimani @BarackObama BROTHER too https://t.co/fF42LcxHhd
171,"The #Iranian regime coerced #Iranians into attending former #IRGC leader #Soleimani's funeral procession, and used… https://t.co/YNKmIcwR4I"
172,@thedickwarlock The best bit is that the CIA confidently recycles exactly the same propaganda and terror bombing tr… https://t.co/YKnOKSATMg
173,"Nation of Islam Leader Louis Farrakhan: ""@realDonaldTrump killed my brother #Soleimani, Mrs. @HillaryClinton killed… https://t.co/h1FToowPln"
174,... #Zionist regime despite all their pretention. They (the people of Gaza) brought such adversity upon them (the Z… https://t.co/62RuSPvmE2
175,"#Farrakhan Here's a huge tip Farrakhan, YOU are just as much the TERRORIST as your ""brother"" #Soleimani was so I su… https://t.co/E5C1lWfYYf"
